"air_temperature","sea_temperature","station"
8.75,11.42,M2
8.799,11.428,M2
8.994,11.42,M2
8.945,11.353,M2
8.945,11.303,M2
9.092,11.349,M2
9.336,11.364,M2
9.434,11.354,M2
8.701,11.318,M2
8.945,11.325,M2
8.652,11.307,M2
8.408,11.307,M2
8.604,11.301,M2
8.457,11.301,M2
7.822,11.329,M2
7.822,11.349,M2
7.871,11.375,M2
7.725,11.391,M2
7.822,11.391,M2
7.725,11.375,M2
7.139,11.384,M2
6.895,11.343,M2
6.895,11.294,M2
6.748,11.314,M2
6.65,11.298,M2
6.699,11.303,M2
6.553,11.338,M2
6.65,11.32,M2
6.162,11.27,M2
6.016,11.252,M2
5.088,11.224,M2
4.99,11.23,M2
4.941,11.232,M2
5.283,11.248,M2
6.162,11.261,M2
6.602,11.263,M2
7.09,11.252,M2
7.236,11.245,M2
7.041,11.252,M2
7.578,11.215,M2
7.871,11.175,M2
8.604,11.118,M2
9.043,11.104,M2
9.336,11.142,M2
9.531,11.153,M2
9.434,11.146,M2
9.141,11.158,M2
9.873,11.179,M2
10.02,11.188,M2
10.02,11.186,M2
10.117,11.162,M2
10.996,11.162,M2
10.85,11.115,M2
10.85,11.12,M2
10.898,11.168,M2
10.947,11.18,M2
11.045,11.155,M2
10.801,11.113,M2
10.85,11.107,M2
11.484,11.122,M2
11.484,11.18,M2
11.631,11.157,M2
11.68,11.153,M2
11.631,11.124,M2
11.729,11.219,M2
11.875,11.294,M2
12.07,11.296,M2
12.021,11.252,M2
13.633,11.212,M2
13.34,11.147,M2
13.096,11.153,M2
12.51,11.144,M2
12.51,11.14,M2
12.559,11.144,M2
12.119,11.162,M2
11.777,11.201,M2
11.68,11.213,M2
11.777,11.195,M2
11.533,11.195,M2
11.533,11.201,M2
11.68,11.206,M2
11.777,11.149,M2
11.729,11.14,M2
11.68,11.146,M2
11.729,11.115,M2
11.777,11.142,M2
11.631,11.191,M2
11.582,11.184,M2
11.143,11.171,M2
11.289,11.155,M2
11.045,11.146,M2
11.143,11.131,M2
10.947,11.131,M2
10.85,11.104,M2
10.752,11.072,M2
10.801,11.118,M2
10.752,11.157,M2
10.703,11.206,M2
10.41,11.16,M2
10.654,11.147,M2
10.703,11.138,M2
10.947,11.138,M2
11.24,11.124,M2
11.191,11.124,M2
11.289,11.124,M2
11.289,11.116,M2
11.387,11.113,M2
11.338,11.061,M2
11.191,11.045,M2
11.191,11.072,M2
11.387,11.071,M2
10.605,11.074,M2
10.264,11.085,M2
10.313,11.098,M2
9.922,11.096,M2
9.824,11.105,M2
9.775,11.06,M2
9.727,11.021,M2
9.727,10.988,M2
9.629,11.06,M2
9.482,11.06,M2
9.58,11.063,M2
9.092,11.054,M2
9.189,11.047,M2
9.287,10.975,M2
9.336,11.01,M2
9.482,11.01,M2
9.678,11.021,M2
10.117,10.972,M2
10.508,11.012,M2
10.605,11.065,M2
10.947,11.074,M2
10.996,11.074,M2
11.094,11.067,M2
11.68,11.082,M2
11.387,11.08,M2
11.631,11.047,M2
10.85,11.041,M2
10.703,11.045,M2
10.752,11.038,M2
10.801,11.047,M2
10.557,11.063,M2
9.922,11.089,M2
9.873,11.1,M2
9.824,11.096,M2
9.971,11.094,M2
9.922,11.083,M2
9.434,11.038,M2
9.775,11.019,M2
10.02,11.05,M2
9.141,11.061,M2
7.188,10.937,M2
7.139,10.942,M2
7.578,10.95,M2
7.969,10.946,M2
8.652,10.944,M2
9.238,10.941,M2
9.092,10.941,M2
8.701,10.955,M2
8.408,10.955,M2
8.652,10.933,M2
8.701,10.937,M2
8.701,10.944,M2
8.701,10.95,M2
8.848,10.915,M2
8.213,10.898,M2
8.506,10.906,M2
9.629,10.911,M2
8.848,10.909,M2
8.848,10.92,M2
9.678,10.939,M2
10.996,10.937,M2
11.387,10.92,M2
11.68,10.913,M2
11.875,10.906,M2
11.533,10.897,M2
11.777,10.893,M2
11.68,10.902,M2
11.68,10.904,M2
11.924,10.909,M2
11.094,10.909,M2
10.85,10.906,M2
10.068,10.906,M2
10.264,10.904,M2
9.727,10.893,M2
9.629,10.88,M2
9.727,10.869,M2
9.531,10.886,M2
8.896,10.898,M2
9.043,10.904,M2
9.092,10.897,M2
8.848,10.864,M2
8.994,10.84,M2
9.434,10.862,M2
9.141,10.845,M2
9.141,10.844,M2
8.848,10.845,M2
9.092,10.845,M2
7.969,10.853,M2
8.652,10.865,M2
8.555,10.88,M2
8.75,10.886,M2
8.896,10.867,M2
8.994,10.849,M2
9.141,10.823,M2
9.141,10.814,M2
9.238,10.82,M2
10.264,10.814,M2
12.119,10.822,M2
12.217,10.827,M2
12.021,10.822,M2
10.41,10.829,M2
11.631,10.822,M2
11.533,10.789,M2
11.045,10.792,M2
10.85,10.801,M2
10.752,10.809,M2
10.85,10.803,M2
10.166,10.79,M2
10.264,10.796,M2
9.58,10.803,M2
9.629,10.853,M2
9.238,10.836,M2
9.336,10.829,M2
8.799,10.834,M2
8.701,10.8,M2
9.141,10.776,M2
8.848,10.778,M2
9.141,10.768,M2
9.092,10.754,M2
8.75,10.754,M2
8.701,10.746,M2
8.604,10.759,M2
8.506,10.748,M2
8.604,10.739,M2
8.018,10.735,M2
8.799,10.746,M2
8.799,10.756,M2
8.799,10.768,M2
8.799,10.763,M2
8.945,10.732,M2
9.092,10.719,M2
9.58,10.726,M2
9.775,10.739,M2
9.727,10.723,M2
9.482,10.697,M2
9.727,10.719,M2
9.727,10.657,M2
9.922,10.673,M2
10.117,10.695,M2
10.215,10.726,M2
10.41,10.701,M2
10.41,10.712,M2
9.678,10.735,M2
9.727,10.737,M2
9.58,10.732,M2
8.896,10.723,M2
8.604,10.706,M2
8.115,10.677,M2
7.725,10.682,M2
7.529,10.681,M2
7.334,10.693,M2
7.578,10.728,M2
7.773,10.721,M2
7.383,10.746,M2
7.432,10.756,M2
7.188,10.728,M2
6.65,10.741,M2
6.211,10.721,M2
6.309,10.695,M2
6.309,10.662,M2
6.064,10.655,M2
5.918,10.673,M2
5.918,10.675,M2
6.309,10.695,M2
6.309,10.697,M2
6.65,10.703,M2
6.699,10.684,M2
6.602,10.664,M2
6.602,10.67,M2
6.211,10.637,M2
6.357,10.464,M2
6.504,10.433,M2
6.309,10.422,M2
6.553,10.411,M2
6.553,10.463,M2
6.455,10.499,M2
6.504,10.541,M2
6.797,10.642,M2
6.748,10.631,M2
5.723,10.618,M2
6.016,10.545,M2
6.064,10.457,M2
6.26,10.367,M2
6.064,10.259,M2
5.625,10.212,M2
5.381,10.225,M2
5.088,10.243,M2
5.332,10.285,M2
5.088,10.419,M2
5.576,10.53,M2
5.918,10.589,M2
5.381,10.582,M2
4.941,10.563,M2
4.99,10.486,M2
4.844,10.426,M2
4.6,10.272,M2
4.795,10.208,M2
4.404,10.204,M2
4.063,10.243,M2
4.063,10.415,M2
4.404,10.413,M2
4.355,10.488,M2
4.453,10.512,M2
4.16,10.435,M2
4.111,10.265,M2
3.965,10.062,M2
3.916,10.056,M2
3.77,10.02,M2
4.063,10.054,M2
4.16,10.071,M2
4.111,10.239,M2
4.16,10.358,M2
4.111,10.395,M2
4.16,10.441,M2
4.111,10.468,M2
3.916,10.417,M2
3.867,10.408,M2
3.916,10.115,M2
3.77,10.01,M2
3.965,9.977,M2
4.258,9.965,M2
4.355,10.018,M2
4.355,10.19,M2
4.551,10.373,M2
4.355,10.472,M2
4.453,10.466,M2
4.16,10.459,M2
4.307,10.453,M2
4.063,10.448,M2
4.063,10.333,M2
4.404,10.272,M2
4.502,10.025,M2
4.551,10.016,M2
4.746,10.056,M2
4.258,10.15,M2
5.039,10.446,M2
5.576,10.457,M2
5.625,10.466,M2
5.43,10.463,M2
5.039,10.464,M2
5.332,10.463,M2
5.186,10.452,M2
5.088,10.444,M2
5.039,10.443,M2
5.381,10.201,M2
5.869,10.204,M2
6.309,10.437,M2
6.65,10.439,M2
5.576,10.453,M2
5.283,10.439,M2
5.137,10.437,M2
5.234,10.441,M2
4.502,10.43,M2
4.502,10.411,M2
4.795,10.406,M2
4.893,10.402,M2
4.746,10.41,M2
4.502,10.419,M2
4.746,10.411,M2
4.795,10.384,M2
4.99,10.389,M2
4.844,10.444,M2
5.039,10.43,M2
5.479,10.43,M2
5.43,10.421,M2
5.332,10.422,M2
5.918,10.41,M2
6.113,10.421,M2
6.357,10.424,M2
6.553,10.402,M2
6.357,10.435,M2
6.064,10.461,M2
6.113,10.475,M2
6.26,10.492,M2
6.113,10.488,M2
6.309,10.474,M2
5.137,10.466,M2
5.381,10.441,M2
5.576,10.437,M2
5.332,10.439,M2
4.795,10.437,M2
5.234,10.452,M2
5.479,10.439,M2
5.918,10.413,M2
5.82,10.435,M2
6.211,10.453,M2
6.748,10.464,M2
7.041,10.446,M2
7.09,10.419,M2
7.236,10.402,M2
7.529,10.448,M2
7.529,10.439,M2
7.432,10.424,M2
7.578,10.441,M2
7.578,10.419,M2
7.529,10.4,M2
7.578,10.43,M2
7.48,10.419,M2
7.676,10.415,M2
7.578,10.406,M2
7.92,10.421,M2
7.822,10.395,M2
7.871,10.38,M2
7.676,10.378,M2
7.822,10.36,M2
7.773,10.402,M2
7.969,10.395,M2
7.92,10.386,M2
8.115,10.395,M2
8.213,10.406,M2
8.311,10.408,M2
8.262,10.411,M2
8.262,10.402,M2
8.115,10.397,M2
8.066,10.129,M2
7.676,10.1,M2
7.92,10.111,M2
7.969,10.344,M2
8.164,10.353,M2
8.359,10.391,M2
8.262,10.395,M2
9.092,10.399,M2
9.189,10.391,M2
9.336,10.388,M2
9.238,10.382,M2
8.994,10.356,M2
8.75,9.99,M2
8.75,9.99,M2
8.359,10.018,M2
8.652,10.107,M2
8.848,10.252,M2
8.994,10.366,M2
9.043,10.377,M2
8.945,10.384,M2
9.238,10.377,M2
8.896,10.378,M2
9.238,10.364,M2
9.531,10.344,M2
9.482,10.04,M2
9.58,10.084,M2
9.678,10.1,M2
9.873,10.128,M2
9.775,10.155,M2
9.58,10.351,M2
9.58,10.34,M2
9.385,10.362,M2
9.775,10.373,M2
9.775,10.345,M2
9.678,10.278,M2
9.727,10.221,M2
9.775,10.137,M2
9.873,10.153,M2
9.287,10.287,M2
9.141,10.356,M2
9.434,10.338,M2
9.434,10.362,M2
9.678,10.369,M2
9.775,10.358,M2
9.775,10.369,M2
9.824,10.307,M2
9.727,10.221,M2
9.678,10.056,M2
9.629,10.32,M2
9.727,10.329,M2
9.336,10.331,M2
9.189,10.323,M2
8.896,10.292,M2
9.287,10.296,M2
9.385,10.305,M2
9.727,10.318,M2
9.824,10.334,M2
9.678,10.327,M2
9.678,10.291,M2
9.678,10.126,M2
9.531,10.034,M2
9.482,10.056,M2
9.629,10.327,M2
9.629,10.318,M2
9.775,10.285,M2
9.824,10.278,M2
9.922,10.289,M2
9.629,10.316,M2
9.678,10.261,M2
9.873,10.305,M2
9.727,10.287,M2
9.971,10.314,M2
9.727,10.316,M2
9.824,10.311,M2
9.727,10.281,M2
9.678,10.269,M2
9.629,10.276,M2
9.482,10.272,M2
9.336,10.276,M2
9.434,10.294,M2
9.482,10.302,M2
9.238,10.14,M2
9.189,10.089,M2
8.896,10.047,M2
8.799,10.201,M2
8.848,10.252,M2
8.555,10.27,M2
8.555,10.252,M2
8.555,10.248,M2
8.506,10.234,M2
8.604,10.254,M2
8.506,10.259,M2
8.555,10.245,M2
8.652,10.226,M2
8.506,10.175,M2
8.457,10.131,M2
8.506,10.168,M2
8.555,10.219,M2
8.604,10.245,M2
8.604,10.239,M2
8.311,10.226,M2
8.262,10.239,M2
8.213,10.232,M2
8.213,10.206,M2
8.408,10.166,M2
8.262,10.126,M2
8.262,10.069,M2
8.164,10.098,M2
7.871,10.21,M2
7.92,10.17,M2
7.773,10.179,M2
7.676,10.162,M2
7.529,10.179,M2
7.383,10.182,M2
7.285,10.146,M2
7.383,10.078,M2
7.432,10.146,M2
7.334,10.144,M2
6.895,10.14,M2
7.432,10.195,M2
7.285,10.173,M2
7.48,10.168,M2
7.383,10.186,M2
7.383,10.203,M2
7.236,10.195,M2
7.236,10.193,M2
7.285,10.17,M2
6.992,10.1,M2
6.943,10.144,M2
6.846,10.148,M2
6.895,10.128,M2
6.895,10.146,M2
6.846,10.107,M2
6.846,10.106,M2
6.309,10.144,M2
6.65,10.144,M2
6.553,10.144,M2
6.309,10.038,M2
6.406,10.049,M2
6.406,10.104,M2
6.602,9.939,M2
6.992,9.985,M2
7.041,10.111,M2
7.236,10.089,M2
7.236,10.062,M2
6.992,10.115,M2
6.895,10.142,M2
6.65,10.142,M2
6.846,10.129,M2
7.432,10.102,M2
7.725,10.003,M2
7.432,10.009,M2
7.725,10.071,M2
7.676,9.91,M2
7.725,10.025,M2
7.627,10.04,M2
7.432,10.02,M2
7.432,10.036,M2
7.188,10.12,M2
6.895,10.095,M2
7.09,10.107,M2
7.09,10.1,M2
6.699,10.063,M2
7.041,9.976,M2
7.627,9.979,M2
7.529,9.999,M2
7.725,10.009,M2
8.408,9.994,M2
8.75,9.879,M2
8.994,9.998,M2
9.043,9.992,M2
8.994,9.996,M2
8.945,9.987,M2
9.043,9.926,M2
9.141,9.922,M2
9.238,9.941,M2
9.238,9.899,M2
9.336,9.886,M2
9.922,9.895,M2
10.02,9.89,M2
10.068,9.886,M2
10.117,9.948,M2
9.531,9.937,M2
9.482,9.921,M2
9.141,9.919,M2
9.043,9.902,M2
8.604,9.899,M2
8.555,9.91,M2
8.457,9.941,M2
8.701,9.813,M2
8.799,9.787,M2
8.896,9.776,M2
8.896,9.776,M2
8.848,9.791,M2
8.799,9.813,M2
8.994,9.822,M2
8.652,9.875,M2
8.457,9.855,M2
8.213,9.818,M2
8.213,9.787,M2
8.213,9.743,M2
8.652,11.906,M3
8.848,11.873,M3
9.238,11.88,M3
8.506,11.862,M3
9.824,11.851,M3
10.068,11.807,M3
10.166,11.763,M3
8.799,11.717,M3
8.799,11.732,M3
9.092,11.724,M3
9.092,11.728,M3
8.945,11.735,M3
9.336,11.776,M3
9.58,11.799,M3
9.287,11.823,M3
8.848,11.83,M3
8.506,11.83,M3
8.457,11.821,M3
8.311,11.794,M3
7.92,11.761,M3
8.652,11.741,M3
9.043,11.699,M3
8.848,11.596,M3
8.799,11.462,M3
8.848,11.45,M3
8.945,11.389,M3
8.994,11.343,M3
9.092,11.338,M3
9.238,11.353,M3
9.287,11.336,M3
9.287,11.353,M3
9.434,11.382,M3
9.629,11.404,M3
9.727,11.418,M3
9.922,11.446,M3
10.117,11.44,M3
10.166,11.437,M3
10.361,11.429,M3
10.313,11.418,M3
10.508,11.418,M3
10.801,11.398,M3
11.338,11.42,M3
10.801,11.446,M3
10.947,11.47,M3
11.826,11.539,M3
11.777,11.572,M3
12.021,11.592,M3
12.119,11.609,M3
11.582,11.622,M3
11.826,11.622,M3
11.582,11.62,M3
11.484,11.622,M3
11.777,11.616,M3
12.412,11.596,M3
12.559,11.592,M3
12.754,11.589,M3
12.607,11.609,M3
12.607,11.613,M3
12.656,11.636,M3
12.607,11.673,M3
12.705,11.693,M3
13.047,11.688,M3
13.096,11.702,M3
12.949,11.651,M3
12.9,11.602,M3
12.852,11.567,M3
12.852,11.576,M3
12.852,11.58,M3
12.852,11.607,M3
12.656,11.631,M3
12.803,11.646,M3
12.656,11.673,M3
12.314,11.689,M3
12.656,11.695,M3
12.607,11.697,M3
12.656,11.684,M3
12.607,11.669,M3
12.559,11.653,M3
12.461,11.647,M3
12.461,11.649,M3
12.314,11.666,M3
12.412,11.7,M3
12.363,11.739,M3
12.314,11.752,M3
12.314,11.761,M3
12.266,11.766,M3
12.168,11.759,M3
12.217,11.737,M3
12.217,11.693,M3
12.119,11.667,M3
11.289,11.666,M3
11.533,11.667,M3
12.559,11.675,M3
12.656,11.677,M3
12.705,11.693,M3
12.656,11.783,M3
12.461,11.915,M3
12.51,11.922,M3
12.559,11.924,M3
12.607,11.904,M3
12.656,11.856,M3
12.656,11.829,M3
12.412,11.814,M3
12.266,11.807,M3
12.168,11.834,M3
11.777,11.84,M3
11.24,11.88,M3
11.191,11.911,M3
11.143,11.917,M3
10.654,11.917,M3
11.143,11.911,M3
11.191,11.874,M3
10.947,11.832,M3
10.947,11.81,M3
11.094,11.799,M3
10.85,11.836,M3
11.143,11.869,M3
10.508,11.889,M3
10.02,11.893,M3
11.094,11.893,M3
11.191,11.893,M3
10.801,11.891,M3
11.191,11.889,M3
11.484,11.885,M3
11.582,11.884,M3
11.582,11.88,M3
11.582,11.871,M3
11.924,11.871,M3
11.875,11.873,M3
11.729,11.874,M3
11.533,11.867,M3
11.777,11.845,M3
11.777,11.836,M3
11.191,11.816,M3
10.068,11.807,M3
10.703,11.797,M3
10.459,11.779,M3
10.459,11.766,M3
10.41,11.776,M3
10.361,11.781,M3
10.264,11.761,M3
10.557,11.77,M3
10.264,11.763,M3
9.824,11.763,M3
8.262,11.766,M3
9.189,11.763,M3
9.385,11.759,M3
9.873,11.766,M3
9.824,11.79,M3
10.313,11.783,M3
10.215,11.752,M3
9.727,11.721,M3
10.313,11.689,M3
9.092,11.686,M3
10.02,11.673,M3
10.02,11.669,M3
10.117,11.675,M3
10.264,11.675,M3
10.166,11.68,M3
10.166,11.677,M3
10.459,11.68,M3
10.264,11.677,M3
9.287,11.691,M3
9.043,11.68,M3
9.482,11.671,M3
10.752,11.66,M3
12.266,11.664,M3
12.754,11.664,M3
12.803,11.671,M3
12.949,11.682,M3
12.803,11.688,M3
12.949,11.686,M3
12.852,11.691,M3
12.949,11.706,M3
12.9,11.717,M3
12.852,11.726,M3
11.436,11.732,M3
10.703,11.728,M3
11.533,11.73,M3
10.752,11.728,M3
11.289,11.728,M3
11.191,11.735,M3
9.971,11.739,M3
10.898,11.73,M3
10.068,11.737,M3
10.215,11.73,M3
10.654,11.711,M3
9.58,11.697,M3
10.557,11.686,M3
10.654,11.675,M3
10.996,11.669,M3
10.947,11.671,M3
11.484,11.664,M3
11.533,11.656,M3
10.605,11.667,M3
10.752,11.678,M3
11.338,11.691,M3
11.582,11.71,M3
11.924,11.721,M3
11.68,11.732,M3
11.436,11.732,M3
11.777,11.728,M3
11.973,11.728,M3
11.631,11.73,M3
11.582,11.73,M3
12.217,11.743,M3
12.461,11.75,M3
12.705,11.755,M3
12.07,11.755,M3
12.07,11.75,M3
12.168,11.748,M3
12.021,11.722,M3
12.363,11.708,M3
12.266,11.693,M3
12.266,11.693,M3
11.973,11.704,M3
11.436,11.717,M3
10.996,11.728,M3
10.801,11.75,M3
10.947,11.761,M3
10.898,11.757,M3
11.094,11.719,M3
10.654,11.715,M3
10.508,11.719,M3
10.508,11.722,M3
10.41,11.746,M3
9.531,11.746,M3
9.873,11.744,M3
10.02,11.743,M3
9.727,11.735,M3
10.166,11.735,M3
9.775,11.737,M3
10.215,11.728,M3
10.264,11.722,M3
10.41,11.724,M3
10.361,11.711,M3
10.557,11.699,M3
10.41,11.7,M3
10.605,11.715,M3
10.605,11.721,M3
10.85,11.733,M3
11.045,11.737,M3
11.24,11.737,M3
10.947,11.73,M3
11.387,11.726,M3
11.289,11.717,M3
11.924,11.7,M3
11.875,11.688,M3
11.777,11.684,M3
10.508,11.678,M3
10.117,11.669,M3
9.678,11.667,M3
10.068,11.662,M3
10.313,11.664,M3
9.385,11.644,M3
9.434,11.635,M3
8.799,11.633,M3
8.945,11.625,M3
8.359,11.635,M3
8.066,11.633,M3
8.604,11.642,M3
8.164,11.646,M3
7.139,11.653,M3
8.066,11.651,M3
8.408,11.66,M3
6.992,11.666,M3
8.213,11.649,M3
7.236,11.644,M3
7.09,11.635,M3
8.506,11.624,M3
8.359,11.613,M3
8.604,11.613,M3
8.701,11.62,M3
8.262,11.622,M3
8.164,11.625,M3
9.092,11.629,M3
7.627,11.62,M3
8.311,11.62,M3
8.604,11.614,M3
7.871,11.614,M3
8.994,11.624,M3
9.043,11.613,M3
9.141,11.631,M3
9.238,11.64,M3
8.262,11.636,M3
7.969,11.613,M3
8.945,11.567,M3
7.188,11.563,M3
6.309,11.537,M3
6.504,11.536,M3
6.357,11.516,M3
5.771,11.541,M3
7.432,11.55,M3
7.334,11.541,M3
7.334,11.541,M3
8.359,11.53,M3
7.92,11.55,M3
8.506,11.545,M3
8.213,11.554,M3
8.213,11.572,M3
8.262,11.583,M3
7.871,11.585,M3
8.066,11.607,M3
7.725,11.616,M3
7.92,11.622,M3
8.408,11.532,M3
7.48,11.495,M3
5.918,11.486,M3
7.236,11.457,M3
7.236,11.451,M3
5.723,11.428,M3
6.846,11.424,M3
7.041,11.411,M3
7.529,11.382,M3
7.383,11.362,M3
7.188,11.329,M3
6.943,11.321,M3
6.895,11.246,M3
6.846,11.184,M3
5.479,11.142,M3
6.26,11.261,M3
4.844,11.243,M3
4.844,11.228,M3
4.844,11.219,M3
5.088,11.21,M3
4.648,11.213,M3
4.941,11.261,M3
5.674,11.331,M3
5.82,11.323,M3
5.918,11.272,M3
5.479,11.201,M3
5.674,11.265,M3
6.211,11.252,M3
6.748,11.186,M3
5.479,11.1,M3
6.455,11.186,M3
4.453,11.186,M3
4.453,11.173,M3
6.357,11.142,M3
6.699,11.155,M3
7.285,11.164,M3
6.504,11.16,M3
6.895,11.116,M3
5.527,11.091,M3
7.285,11.1,M3
5.82,11.047,M3
6.162,11.045,M3
7.139,11.089,M3
5.918,11.1,M3
7.285,11.087,M3
8.018,11.052,M3
8.408,10.975,M3
8.506,10.878,M3
8.066,10.9,M3
8.604,10.93,M3
8.457,10.865,M3
8.066,10.88,M3
6.455,10.9,M3
7.188,10.93,M3
6.846,10.902,M3
7.48,10.842,M3
6.26,10.794,M3
6.699,10.853,M3
6.406,10.88,M3
6.748,10.9,M3
6.748,10.897,M3
6.992,10.886,M3
6.748,10.851,M3
6.602,10.829,M3
6.602,10.818,M3
6.797,10.869,M3
7.041,10.873,M3
6.992,10.922,M3
6.895,10.909,M3
7.09,10.915,M3
6.797,10.92,M3
6.797,10.924,M3
6.992,10.922,M3
6.992,10.878,M3
7.188,10.865,M3
7.139,10.904,M3
7.236,10.913,M3
7.285,10.671,M3
7.432,10.88,M3
7.822,11.027,M3
8.018,11.093,M3
8.457,11.104,M3
8.799,11.089,M3
8.164,11.072,M3
8.555,11.065,M3
8.75,11.032,M3
9.141,10.995,M3
9.385,10.908,M3
10.02,10.833,M3
10.752,10.975,M3
11.045,11.069,M3
11.143,11.085,M3
10.947,11.087,M3
11.094,11.105,M3
9.824,11.104,M3
9.58,11.111,M3
9.238,11.109,M3
9.287,11.104,M3
9.58,11.096,M3
9.336,11.085,M3
9.336,11.115,M3
9.629,11.093,M3
9.727,11.027,M3
9.629,10.972,M3
9.58,10.964,M3
9.482,10.966,M3
9.727,10.981,M3
9.922,11.03,M3
